# Tanca -- dados filtrados
# periodo     : 2026-01-17 00:00:00  ->  2026-01-27 00:00:00  (UTC)
# bin         : 5 min
# corte_deriv : |d(rate)/dt| < 0.075 Hz/s
# corte_dt    : dt <= 1.0 * bin_width  (0 = sem corte)
# rate_min    : 1600.00 Hz
# rate_max    : 2400.00 Hz
# bins_aceitos: 2719 / 2774  (98.0%)
# sumRate1Hz = rateHz * count  (soma dos rates de 1 Hz no bin)
# secondsEpoch, rateHz, sumRate1Hz, count
1768649850, 1907.37, 558860.10, 293
1768650150, 1919.40, 564302.70, 294
1768650450, 1905.66, 560264.82, 294
1768650750, 1910.80, 561776.25, 294
1768651050, 1905.35, 554457.29, 291
1768651350, 1902.53, 559344.30, 294
1768651650, 1900.55, 554960.73, 292
1768651950, 1890.60, 553945.97, 293
1768652250, 1886.70, 549028.43, 291
1768652550, 1886.73, 554700.03, 294
1768652850, 1891.65, 556144.20, 294
1768653150, 1880.63, 552904.84, 294
1768653450, 1880.34, 545297.90, 290
1768653750, 1871.79, 550306.74, 294
1768654050, 1879.38, 552536.34, 294
1768654350, 1875.53, 551406.85, 294
1768654650, 1883.88, 555743.46, 295
1768654950, 1889.67, 555563.60, 294
1768655250, 1899.12, 558342.64, 294
1768655550, 1898.77, 558237.62, 294
1768655850, 1893.44, 556672.61, 294
1768656150, 1899.56, 558471.34, 294
1768656450, 1896.07, 557444.96, 294
1768656750, 1909.15, 561289.81, 294
1768657050, 1896.71, 551941.77, 291
1768657350, 1905.38, 556369.67, 292
1768657650, 1893.09, 552783.17, 292
1768657950, 1892.42, 550695.40, 291
1768658250, 1885.27, 554267.92, 294
1768658550, 1887.06, 554794.99, 294
1768658850, 1885.32, 556168.63, 295
1768659150, 1875.17, 547550.78, 292
1768659750, 1902.74, 555601.02, 292
1768660050, 1908.16, 560999.36, 294
1768660350, 1897.76, 554146.75, 292
1768660650, 1902.78, 551806.66, 290
1768660950, 1897.71, 557927.79, 294
1768661250, 1915.64, 563197.84, 294
1768661550, 1911.25, 561907.32, 294
1768661850, 1914.50, 559034.78, 292
1768662150, 1902.67, 561286.27, 295
1768662450, 1908.96, 561233.22, 294
1768662750, 1913.30, 562509.89, 294
1768663050, 1912.57, 562295.93, 294
1768663350, 1918.39, 564006.20, 294
1768663650, 1899.21, 558367.28, 294
1768663950, 1906.98, 560653.27, 294
1768664250, 1888.57, 557126.75, 295
1768664550, 1903.00, 559482.12, 294
1768664850, 1905.28, 552532.52, 290
1768665150, 1892.73, 550785.04, 291
1768665450, 1907.41, 560778.93, 294
1768665750, 1925.02, 558254.82, 290
1768666050, 1921.78, 565001.92, 294
1768666350, 1932.22, 568074.15, 294
1768666650, 1917.03, 559773.72, 292
1768666950, 1917.72, 559973.10, 292
1768667250, 1927.87, 566792.65, 294
1768667550, 1919.95, 566385.78, 295
1768667850, 1926.56, 566407.81, 294
1768668150, 1925.32, 562193.45, 292
1768668450, 1928.56, 561210.94, 291
1768668750, 1914.97, 557256.87, 291
1768669050, 1928.04, 566843.07, 294
1768669350, 1913.36, 562529.29, 294
1768669650, 1921.48, 564916.49, 294
1768669950, 1904.87, 560033.19, 294
1768670250, 1918.31, 562064.79, 293
1768670550, 1931.38, 567825.21, 294
1768670850, 1933.25, 568374.33, 294
1768671150, 1929.01, 567129.18, 294
1768671450, 1935.22, 568955.49, 294
1768671750, 1935.41, 569011.67, 294
1768672050, 1926.34, 566345.10, 294
1768672350, 1922.30, 565156.90, 294
1768672650, 1913.52, 564489.69, 295
1768672950, 1891.46, 556088.94, 294
1768673850, 1922.91, 561488.48, 292
1768674150, 1930.89, 567680.82, 294
1768674450, 1925.74, 566166.68, 294
1768674750, 1934.29, 568681.56, 294
1768675050, 1928.49, 565048.81, 293
1768675350, 1934.53, 564883.41, 292
1768675650, 1929.62, 567308.60, 294
1768675950, 1923.76, 561739.02, 292
1768676250, 1921.88, 565032.06, 294
1768676550, 1920.10, 564509.54, 294
1768676850, 1926.07, 566263.61, 294
1768677150, 1923.00, 561515.60, 292
1768677450, 1927.09, 562710.51, 292
1768677750, 1919.26, 566180.66, 295
1768678050, 1932.10, 568038.54, 294
1768678350, 1918.54, 564051.00, 294
1768678650, 1926.78, 562620.80, 292
1768678950, 1926.90, 566509.77, 294
1768679250, 1930.45, 567553.37, 294
1768679550, 1933.08, 564459.13, 292
1768679850, 1931.71, 565989.74, 293
1768680150, 1939.76, 570289.10, 294
1768680450, 1925.27, 562179.93, 292
1768680750, 1918.09, 563917.71, 294
1768681050, 1922.73, 565281.58, 294
1768681350, 1922.88, 561481.65, 292
1768681650, 1923.46, 565498.63, 294
1768681950, 1930.95, 563836.99, 292
1768682250, 1922.86, 557629.37, 290
1768682550, 1938.48, 571851.99, 295
1768682850, 1925.66, 562292.98, 292
1768683150, 1937.19, 569533.52, 294
1768683450, 1937.52, 569631.34, 294
1768683750, 1927.42, 562807.60, 292
1768684050, 1936.67, 569382.04, 294
1768684350, 1924.95, 565936.63, 294
1768684650, 1930.63, 563744.02, 292
1768684950, 1927.02, 564617.63, 293
1768685250, 1934.54, 564885.25, 292
1768685550, 1923.68, 565561.95, 294
1768685850, 1931.02, 567718.43, 294
1768686150, 1922.44, 565197.07, 294
1768686450, 1932.21, 568068.76, 294
1768686750, 1925.88, 558504.08, 290
1768687050, 1928.17, 566881.91, 294
1768687350, 1926.21, 562452.87, 292
1768687650, 1926.41, 564438.13, 293
1768687950, 1928.83, 563218.77, 292
1768688250, 1926.95, 562670.35, 292
1768688550, 1928.91, 563241.70, 292
1768688850, 1927.01, 566541.34, 294
1768689150, 1934.13, 568633.14, 294
1768689450, 1930.65, 567609.67, 294
1768689750, 1932.87, 568263.52, 294
1768690050, 1930.75, 569569.93, 295
1768690350, 1941.18, 570708.01, 294
1768690650, 1924.97, 558241.69, 290
1768690950, 1932.95, 568286.96, 294
1768691250, 1932.29, 568093.69, 294
1768691550, 1925.06, 562117.14, 292
1768691850, 1927.50, 566683.88, 294
1768692150, 1927.56, 566701.68, 294
1768692450, 1927.16, 562730.44, 292
1768692750, 1919.06, 566121.79, 295
1768693050, 1931.00, 563853.16, 292
1768693350, 1916.25, 559546.37, 292
1768693650, 1932.78, 568237.13, 294
1768693950, 1919.93, 564459.24, 294
1768694250, 1922.55, 565229.18, 294
1768694550, 1922.23, 561291.30, 292
1768694850, 1927.79, 566771.53, 294
1768695150, 1925.77, 560398.14, 291
1768695450, 1927.01, 566540.95, 294
1768695750, 1928.67, 567028.58, 294
1768696050, 1919.37, 556617.77, 290
1768696350, 1922.52, 561376.79, 292
1768696650, 1915.38, 563121.43, 294
1768696950, 1920.98, 560927.52, 292
1768697250, 1917.55, 563759.96, 294
1768697550, 1917.76, 559984.70, 292
1768697850, 1915.02, 563015.70, 294
1768698150, 1915.82, 559420.53, 292
1768698450, 1909.59, 563330.47, 295
1768698750, 1921.14, 564813.92, 294
1768699050, 1914.80, 559120.58, 292
1768699350, 1923.99, 561803.96, 292
1768699650, 1924.64, 565844.20, 294
1768699950, 1910.94, 561817.63, 294
1768700250, 1921.27, 561012.15, 292
1768700550, 1914.03, 558897.74, 292
1768700850, 1915.86, 563263.83, 294
1768701150, 1909.60, 561420.97, 294
1768701450, 1921.81, 566934.03, 295
1768701750, 1905.68, 556459.64, 292
1768702050, 1917.20, 563657.74, 294
1768702350, 1915.68, 563211.30, 294
1768702650, 1925.91, 562364.30, 292
1768702950, 1915.90, 563275.50, 294
1768703250, 1916.33, 563399.99, 294
1768703550, 1921.52, 564926.43, 294
1768703850, 1908.98, 561238.96, 294
1768704150, 1914.75, 564850.34, 295
1768704450, 1908.02, 557142.24, 292
1768704750, 1918.42, 560178.02, 292
1768705050, 1923.02, 565368.15, 294
1768705350, 1925.78, 562328.29, 292
1768705650, 1918.65, 564082.61, 294
1768705950, 1922.13, 565104.96, 294
1768706250, 1913.29, 558681.90, 292
1768706550, 1911.74, 556316.09, 291
1768706850, 1920.44, 560769.62, 292
1768707150, 1912.89, 562388.31, 294
1768707450, 1922.76, 565290.91, 294
1768707750, 1920.92, 564749.14, 294
1768708050, 1930.40, 569468.49, 295
1768708350, 1918.99, 564181.89, 294
1768708650, 1926.98, 566533.37, 294
1768708950, 1917.95, 563877.93, 294
1768709250, 1927.02, 562688.71, 292
1768709550, 1923.94, 565637.16, 294
1768709850, 1936.18, 569237.15, 294
1768710150, 1922.03, 565077.87, 294
1768710450, 1931.61, 565962.46, 293
1768710750, 1927.52, 566690.48, 294
1768711050, 1935.42, 565143.68, 292
1768711350, 1934.18, 564781.07, 292
1768711650, 1924.24, 565726.92, 294
1768711950, 1930.28, 559780.27, 290
1768712250, 1926.97, 566529.82, 294
1768712550, 1935.26, 568967.37, 294
1768712850, 1926.35, 566346.87, 294
1768713150, 1926.49, 566387.93, 294
1768713450, 1924.10, 565684.57, 294
1768713750, 1927.89, 559088.16, 290
1768714050, 1926.86, 568423.93, 295
1768714350, 1933.78, 568531.45, 294
1768714650, 1920.59, 555051.41, 289
1768714950, 1931.96, 567996.75, 294
1768715250, 1932.49, 566219.81, 293
1768715550, 1924.45, 565788.58, 294
1768715850, 1925.05, 565963.61, 294
1768716150, 1920.62, 553137.35, 288
1768716450, 1927.01, 568468.89, 295
1768716750, 1916.40, 563421.05, 294
1768717050, 1925.17, 562150.02, 292
1768717350, 1921.58, 561100.51, 292
1768717650, 1929.69, 563469.38, 292
1768717950, 1925.07, 556344.73, 289
1768718250, 1930.72, 567631.40, 294
1768718550, 1921.10, 560959.85, 292
1768718850, 1927.68, 566737.10, 294
1768719150, 1925.07, 565971.06, 294
1768719450, 1922.66, 565261.13, 294
1768719750, 1924.46, 561943.03, 292
1768720050, 1925.28, 566031.50, 294
1768720350, 1925.41, 562218.63, 292
1768720650, 1918.72, 566022.29, 295
1768720950, 1923.60, 561691.73, 292
1768721250, 1918.05, 563905.39, 294
1768721550, 1927.67, 566735.33, 294
1768721850, 1918.65, 550652.75, 287
1768722150, 1920.34, 556897.34, 290
1768722450, 1915.96, 559460.84, 292
1768722750, 1923.91, 565630.77, 294
1768723050, 1920.60, 564655.37, 294
1768723350, 1911.58, 558180.98, 292
1768723650, 1923.19, 565419.27, 294
1768723950, 1910.90, 554159.58, 290
1768724250, 1923.60, 561692.40, 292
1768724550, 1915.78, 563240.19, 294
1768724850, 1924.84, 567826.60, 295
1768725150, 1914.60, 559062.35, 292
1768725450, 1928.65, 567021.99, 294
1768725750, 1919.31, 560438.15, 292
1768726050, 1922.29, 565153.50, 294
1768726350, 1916.72, 563515.08, 294
1768726650, 1924.57, 565823.75, 294
1768726950, 1923.08, 565386.02, 294
1768727250, 1915.58, 559350.12, 292
1768727550, 1921.99, 557377.24, 290
1768727850, 1915.39, 561208.73, 293
1768728150, 1919.72, 564396.62, 294
1768728450, 1916.50, 563449.67, 294
1768728750, 1918.42, 560179.46, 292
1768729050, 1913.75, 558815.95, 292
1768729350, 1915.97, 559462.02, 292
1768729650, 1912.07, 558325.50, 292
1768729950, 1919.72, 564398.85, 294
1768730250, 1898.75, 554433.57, 292
1768730550, 1911.66, 560117.55, 293
1768730850, 1912.65, 556580.32, 291
1768731150, 1924.18, 565710.19, 294
1768731450, 1922.57, 561389.75, 292
1768731750, 1912.17, 562177.92, 294
1768732050, 1916.09, 563329.70, 294
1768732350, 1909.75, 561467.38, 294
1768732650, 1914.86, 562968.15, 294
1768732950, 1906.27, 560444.15, 294
1768733250, 1913.55, 558757.97, 292
1768733550, 1905.52, 558316.13, 293
1768733850, 1913.64, 562610.35, 294
1768734150, 1909.58, 557598.15, 292
1768734450, 1924.07, 561828.50, 292
1768734750, 1923.99, 565654.03, 294
1768735050, 1914.53, 562871.06, 294
1768735350, 1920.88, 560896.44, 292
1768735650, 1917.33, 563693.60, 294
1768735950, 1912.76, 552788.42, 289
1768736250, 1911.69, 562037.91, 294
1768736550, 1920.85, 564728.52, 294
1768736850, 1912.34, 562228.12, 294
1768737150, 1919.23, 564254.74, 294
1768737450, 1913.93, 560780.45, 293
1768737750, 1915.37, 557372.76, 291
1768738050, 1914.40, 562833.55, 294
1768738350, 1916.01, 563307.09, 294
1768738650, 1916.82, 563545.60, 294
1768738950, 1905.72, 562187.68, 295
1768739250, 1920.80, 560874.06, 292
1768739550, 1912.20, 562187.72, 294
1768739850, 1918.87, 564147.31, 294
1768740150, 1905.37, 552556.45, 290
1768740450, 1921.17, 560980.31, 292
1768740750, 1910.30, 557808.13, 292
1768741050, 1915.99, 563302.28, 294
1768741350, 1909.24, 557498.09, 292
1768741650, 1913.96, 558875.07, 292
1768741950, 1911.56, 561998.95, 294
1768742250, 1915.90, 559442.09, 292
1768742550, 1923.12, 565397.20, 294
1768742850, 1907.83, 562811.14, 295
1768743150, 1916.08, 563326.76, 294
1768743450, 1909.38, 561356.47, 294
1768743750, 1918.51, 564043.10, 294
1768744050, 1916.05, 559486.89, 292
1768744350, 1920.76, 560861.62, 292
1768744650, 1908.77, 545909.57, 286
1768744950, 1919.35, 564287.45, 294
1768745250, 1915.68, 559378.55, 292
1768745550, 1926.85, 566495.02, 294
1768745850, 1914.42, 562840.17, 294
1768746150, 1917.10, 565544.77, 295
1768746450, 1914.98, 563003.91, 294
1768746750, 1927.35, 566641.72, 294
1768747050, 1923.64, 561702.66, 292
1768747350, 1913.18, 562475.22, 294
1768747650, 1918.66, 564087.38, 294
1768747950, 1914.39, 562830.54, 294
1768748250, 1925.96, 562379.82, 292
1768748550, 1919.17, 564235.47, 294
1768748850, 1924.55, 567740.86, 295
1768749150, 1911.47, 561973.31, 294
1768749450, 1921.95, 565052.09, 294
1768749750, 1921.21, 564836.79, 294
