# Tanca -- dados filtrados
# periodo     : 2026-01-17 00:00:00  ->  2026-01-27 00:00:00  (UTC)
# bin         : 5 min
# corte_deriv : |d(rate)/dt| < 0.075 Hz/s
# corte_dt    : dt <= 1.0 * bin_width  (0 = sem corte)
# rate_min    : 1600.00 Hz
# rate_max    : 2400.00 Hz
# bins_aceitos: 2719 / 2774  (98.0%)
# sumRate1Hz = rateHz * count  (soma dos rates de 1 Hz no bin)
# secondsEpoch, rateHz, sumRate1Hz, count
1768750050, 1925.06, 562116.19, 292
1768750350, 1921.94, 561206.15, 292
1768750650, 1926.07, 566264.13, 294
1768750950, 1925.28, 566033.27, 294
1768751250, 1915.90, 561358.27, 293
1768751550, 1926.72, 566454.41, 294
1768751850, 1915.27, 557344.39, 291
1768752150, 1927.44, 562811.51, 292
1768752450, 1920.77, 564706.42, 294
1768752750, 1933.49, 568446.71, 294
1768753050, 1923.17, 565413.10, 294
1768753350, 1935.92, 565287.93, 292
1768753650, 1921.17, 560981.19, 292
1768753950, 1927.94, 564887.59, 293
1768754250, 1928.67, 563172.59, 292
1768754550, 1934.04, 564741.12, 292
1768754850, 1930.59, 567594.89, 294
1768755150, 1926.36, 562495.92, 292
1768755450, 1933.95, 568581.67, 294
1768755750, 1929.31, 567217.90, 294
1768756050, 1940.43, 570487.78, 294
1768756350, 1928.82, 563216.61, 292
1768756650, 1934.50, 570678.02, 295
1768756950, 1928.70, 563180.89, 292
1768757250, 1934.00, 560860.56, 290
1768757550, 1930.86, 563809.94, 292
1768757850, 1937.94, 569754.92, 294
1768758150, 1924.50, 565803.51, 294
1768758450, 1936.46, 569319.83, 294
1768758750, 1932.61, 564321.62, 292
1768759050, 1924.61, 563911.96, 293
1768759350, 1928.22, 566896.53, 294
1768759650, 1929.21, 567188.96, 294
1768759950, 1932.89, 568269.75, 294
1768760250, 1927.57, 566705.06, 294
1768760550, 1935.21, 568952.29, 294
